id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed
10179,Yamask-Galar,61,5,15,"ground, ghost",wandering-spirit,"slam, disable, earthquake, psychic, night-shade",38,55,85,30,65,30
10180,Stunfisk-Galar,165,7,205,"ground, steel",mimicry,"bind, tackle, water-gun, surf, counter",109,81,99,66,84,32
10181,Zygarde-10,243,12,335,"dragon, ground",aura-break,"bind, body-slam, bite, hyper-beam, earthquake",54,100,71,61,85,115
10182,Cramorant-Gulping,166,8,180,"flying, water",gulp-missile,"fly, fury-attack, thrash, water-gun, hydro-pump",70,85,55,85,95,85
10183,Cramorant-Gorging,166,8,180,"flying, water",gulp-missile,"fly, fury-attack, thrash, water-gun, hydro-pump",70,85,55,85,95,85
10184,Toxtricity-Low-Key,176,16,400,"electric, poison","punk-rock, minus, technician","mega-punch, fire-punch, thunder-punch, mega-kick, take-down",75,98,70,114,70,75
10185,Eiscue-Noice,165,14,890,ice,ice-face,"ice-punch, headbutt, tackle, body-slam, take-down",75,80,70,65,50,130
10186,Indeedee-Female,166,9,280,"psychic, normal","own-tempo, synchronize, psychic-surge","pay-day, body-slam, take-down, psybeam, psychic",70,55,65,95,105,85
10187,Morpeko-Hangry,153,3,30,"electric, dark",hunger-switch,"thunder-punch, take-down, thrash, double-edge, tail-whip",58,95,58,70,58,97
10188,Zacian-Crowned,360,28,3550,"fairy, steel",intrepid-sword,"swords-dance, body-slam, take-down, bite, hyper-beam",92,150,115,80,115,148
10189,Zamazenta-Crowned,360,29,7850,"fighting, steel",dauntless-shield,"body-slam, take-down, bite, roar, hyper-beam",92,120,140,80,140,128
10190,Eternatus-Eternamax,563,1000,0,"poison, dragon",pressure,"fly, flamethrower, hyper-beam, solar-beam, toxic",255,115,250,125,250,130
10191,Urshifu-Rapid-Strike,275,19,1050,"fighting, water",unseen-fist,"mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance",100,130,100,63,60,97
10192,Zarude-Dada,300,18,700,"dark, grass",leaf-guard,"mega-punch, scratch, swords-dance, bind, vine-whip",105,120,105,70,95,105
10193,Calyrex-Ice,340,24,8091,"psychic, ice",as-one-glastrier,"pound, pay-day, swords-dance, stomp, double-kick",100,165,150,85,130,50
10194,Calyrex-Shadow,340,24,536,"psychic, ghost",as-one-spectrier,"pound, pay-day, stomp, double-kick, tackle",100,85,80,165,100,150
10195,Venusaur-Gmax,236,240,10000,"grass, poison","overgrow, chlorophyll",None,80,82,83,100,100,80
10196,Charizard-Gmax,240,280,10000,"fire, flying","blaze, solar-power",None,78,84,78,109,85,100
10197,Blastoise-Gmax,239,250,10000,water,"torrent, rain-dish",None,79,83,100,85,105,78
10198,Butterfree-Gmax,178,170,10000,"bug, flying","compound-eyes, tinted-lens",None,60,45,50,90,80,70
10199,Pikachu-Gmax,112,210,10000,electric,"static, lightning-rod",None,35,55,40,50,50,90
10200,Meowth-Gmax,58,330,10000,normal,"pickup, technician, unnerve",None,40,45,35,40,40,90
10201,Machamp-Gmax,227,250,10000,fighting,"guts, no-guard, steadfast",None,90,130,80,65,85,55
10202,Gengar-Gmax,225,200,10000,"ghost, poison",cursed-body,None,60,65,60,130,75,110
10203,Kingler-Gmax,166,190,10000,water,"hyper-cutter, shell-armor, sheer-force",None,55,130,115,50,50,75
10204,Lapras-Gmax,187,240,10000,"water, ice","water-absorb, shell-armor, hydration",None,130,85,80,85,95,60
10205,Eevee-Gmax,65,180,10000,normal,"run-away, adaptability, anticipation",None,55,55,50,45,65,55
10206,Snorlax-Gmax,189,350,10000,normal,"immunity, thick-fat, gluttony",None,160,110,65,65,110,30
10207,Garbodor-Gmax,166,210,10000,poison,"stench, weak-armor, aftermath",None,80,95,82,60,82,75
10208,Melmetal-Gmax,270,250,10000,steel,iron-fist,None,135,143,143,80,65,34
10209,Rillaboom-Gmax,265,280,10000,grass,"overgrow, grassy-surge",None,100,125,90,60,70,85
10210,Cinderace-Gmax,265,270,10000,fire,"blaze, libero",None,80,116,75,65,75,119
10211,Inteleon-Gmax,265,400,10000,water,"torrent, sniper",None,70,85,65,125,65,120
10212,Corviknight-Gmax,248,140,10000,"flying, steel","pressure, unnerve, mirror-armor",None,98,87,105,53,85,67
10213,Orbeetle-Gmax,253,140,10000,"bug, psychic","swarm, frisk, telepathy",None,60,45,110,80,120,90
10214,Drednaw-Gmax,170,240,10000,"water, rock","strong-jaw, shell-armor, swift-swim",None,90,115,90,48,68,74
10215,Coalossal-Gmax,255,420,10000,"rock, fire","steam-engine, flame-body, flash-fire",None,110,80,120,80,90,30
10216,Flapple-Gmax,170,240,10000,"grass, dragon","ripen, gluttony, hustle",None,70,110,80,95,60,70
10217,Appletun-Gmax,170,240,10000,"grass, dragon","ripen, gluttony, thick-fat",None,110,85,80,100,80,30
10218,Sandaconda-Gmax,179,220,10000,ground,"sand-spit, shed-skin, sand-veil",None,72,107,125,65,70,71
10219,Toxtricity-Amped-Gmax,176,240,10000,"electric, poison","punk-rock, plus, technician",None,75,98,70,114,70,75
10220,Centiskorch-Gmax,184,750,10000,"fire, bug","flash-fire, white-smoke, flame-body",None,100,115,65,90,90,65
10221,Hatterene-Gmax,255,260,10000,"psychic, fairy","healer, anticipation, magic-bounce",None,57,90,95,136,103,29
10222,Grimmsnarl-Gmax,255,320,10000,"dark, fairy","prankster, frisk, pickpocket",None,95,120,65,95,75,60
10223,Alcremie-Gmax,173,300,10000,fairy,"sweet-veil, aroma-veil",None,65,60,75,110,121,64
10224,Copperajah-Gmax,175,230,10000,steel,"sheer-force, heavy-metal",None,122,130,69,80,69,30
10225,Duraludon-Gmax,187,430,10000,"steel, dragon","light-metal, heavy-metal, stalwart",None,70,95,115,120,50,85
10226,Urshifu-Single-Strike-Gmax,275,290,10000,"fighting, dark",unseen-fist,None,100,130,100,63,60,97
10227,Urshifu-Rapid-Strike-Gmax,275,260,10000,"fighting, water",unseen-fist,None,100,130,100,63,60,97
10228,Toxtricity-Low-Key-Gmax,176,240,10000,"electric, poison","punk-rock, minus, technician",None,75,98,70,114,70,75
10229,Growlithe-Hisui,70,8,227,"fire, rock","intimidate, flash-fire, rock-head","double-kick, tackle, body-slam, take-down, thrash",60,75,45,65,50,55
10230,Arcanine-Hisui,194,20,1680,"fire, rock","intimidate, flash-fire, rock-head","tackle, body-slam, take-down, double-edge, leer",95,115,80,95,80,90
10231,Voltorb-Hisui,66,5,130,"electric, grass","soundproof, static, aftermath","tackle, take-down, double-edge, leech-seed, solar-beam",40,30,50,55,55,100
10232,Electrode-Hisui,172,12,710,"electric, grass","soundproof, static, aftermath","tackle, take-down, double-edge, hyper-beam, solar-beam",60,50,70,80,80,150
10233,Typhlosion-Hisui,240,16,698,"fire, ghost","blaze, frisk","fire-punch, thunder-punch, tackle, body-slam, take-down",73,84,78,119,85,95
10234,Qwilfish-Hisui,88,5,39,"dark, poison","poison-point, swift-swim, intimidate","swords-dance, tackle, take-down, double-edge, poison-sting",65,95,85,55,55,85
10235,Sneasel-Hisui,86,9,270,"fighting, poison","inner-focus, keen-eye, pickpocket","scratch, swords-dance, take-down, leer, low-kick",55,95,55,35,75,115
10236,Samurott-Hisui,238,15,582,"water, dark","torrent, sharpness","swords-dance, tackle, body-slam, take-down, tail-whip",90,108,80,100,65,85
10237,Lilligant-Hisui,168,12,192,"grass, fighting","chlorophyll, hustle, leaf-guard","swords-dance, mega-kick, take-down, hyper-beam, low-kick",70,105,75,50,75,105
10238,Zorua-Hisui,66,7,125,"normal, ghost",illusion,"scratch, take-down, leer, roar, hyper-beam",35,60,40,85,40,70
10239,Zoroark-Hisui,179,16,730,"normal, ghost",illusion,"scratch, swords-dance, body-slam, take-down, leer",55,100,60,125,60,110
10240,Braviary-Hisui,179,17,434,"psychic, flying","keen-eye, sheer-force, tinted-lens","wing-attack, whirlwind, fly, body-slam, take-down",110,83,70,112,70,65
10241,Sliggoo-Hisui,158,7,685,"steel, dragon","sap-sipper, shell-armor, gooey","tackle, body-slam, take-down, water-gun, hydro-pump",58,75,83,83,113,40
10242,Goodra-Hisui,270,17,3341,"steel, dragon","sap-sipper, shell-armor, gooey","fire-punch, thunder-punch, tackle, body-slam, take-down",80,100,100,110,150,60
10243,Avalugg-Hisui,180,14,2624,"ice, rock","strong-jaw, ice-body, sturdy","tackle, body-slam, take-down, double-edge, bite",95,127,184,34,36,38
10244,Decidueye-Hisui,239,16,370,"grass, fighting","overgrow, scrappy","swords-dance, gust, tackle, take-down, growl",88,112,80,95,95,60
10245,Dialga-Origin,306,70,8487,"steel, dragon","pressure, telepathy","body-slam, take-down, flamethrower, ice-beam, blizzard",100,100,120,150,120,90
10246,Palkia-Origin,306,63,6590,"water, dragon","pressure, telepathy","body-slam, take-down, flamethrower, hydro-pump, surf",90,100,100,150,120,120
10247,Basculin-White-Striped,161,10,180,water,"rattled, adaptability, mold-breaker","headbutt, tackle, take-down, thrash, double-edge",70,92,65,80,55,98
10248,Basculegion-Female,265,30,1100,"water, ghost","swift-swim, adaptability, mold-breaker","headbutt, tackle, take-down, thrash, double-edge",120,92,65,100,75,78
10249,Enamorus-Therian,116,16,480,"fairy, flying",overcoat,"fly, body-slam, take-down, hyper-beam, psychic",74,115,110,135,100,46
10250,Tauros-Paldea-Combat-Breed,172,14,1150,fighting,"intimidate, anger-point, cud-chew","double-kick, headbutt, tackle, body-slam, take-down",75,110,105,30,70,100
10251,Tauros-Paldea-Blaze-Breed,172,14,850,"fighting, fire","intimidate, anger-point, cud-chew","double-kick, headbutt, tackle, body-slam, take-down",75,110,105,30,70,100
10252,Tauros-Paldea-Aqua-Breed,172,14,1100,"fighting, water","intimidate, anger-point, cud-chew","double-kick, headbutt, tackle, body-slam, take-down",75,110,105,30,70,100
10253,Wooper-Paldea,42,4,110,"poison, ground","poison-point, water-absorb, unaware","slam, double-kick, tackle, body-slam, take-down",55,45,45,25,25,15
10254,Oinkologne-Female,171,10,1200,normal,"aroma-veil, gluttony, thick-fat","headbutt, tackle, body-slam, take-down, double-edge",115,90,70,59,90,65
10255,Dudunsparce-Three-Segment,182,45,474,normal,"serene-grace, run-away, rattled","body-slam, take-down, double-edge, flamethrower, ice-beam",125,100,80,85,75,55
10256,Palafin-Hero,160,18,974,water,"zero-to-hero, zero-to-hero","ice-punch, body-slam, take-down, supersonic, mist",100,160,97,106,87,100
10257,Maushold-Family-Of-Three,165,3,28,normal,"friend-guard, cheek-pouch, technician","pound, take-down, double-edge, hyper-beam, low-kick",74,75,70,65,75,111
10258,Tatsugiri-Droopy,166,3,80,"dragon, water","commander, storm-drain","take-down, water-gun, hydro-pump, surf, hyper-beam",68,50,60,120,95,82
10259,Tatsugiri-Stretchy,166,3,80,"dragon, water","commander, storm-drain","take-down, water-gun, hydro-pump, surf, hyper-beam",68,50,60,120,95,82
10260,Squawkabilly-Blue-Plumage,146,6,24,"normal, flying","intimidate, hustle, guts","fly, fury-attack, take-down, double-edge, growl",82,96,51,45,51,92
10261,Squawkabilly-Yellow-Plumage,146,6,24,"normal, flying","intimidate, hustle, sheer-force","fly, fury-attack, take-down, double-edge, growl",82,96,51,45,51,92
10262,Squawkabilly-White-Plumage,146,6,24,"normal, flying","intimidate, hustle, sheer-force","fly, fury-attack, take-down, double-edge, growl",82,96,51,45,51,92
10263,Gimmighoul-Roaming,60,1,10,ghost,"run-away, run-away","tackle, take-down, night-shade, confuse-ray, light-screen",45,30,25,75,45,80
10264,Koraidon-Limited-Build,335,35,3030,"fighting, dragon","orichalcum-pulse, orichalcum-pulse","swords-dance, body-slam, take-down, roar, flamethrower",100,135,115,85,100,135
10265,Koraidon-Sprinting-Build,335,35,3030,"fighting, dragon","orichalcum-pulse, orichalcum-pulse","swords-dance, body-slam, take-down, roar, flamethrower",100,135,115,85,100,135
10266,Koraidon-Swimming-Build,335,35,3030,"fighting, dragon","orichalcum-pulse, orichalcum-pulse","swords-dance, body-slam, take-down, roar, flamethrower",100,135,115,85,100,135
10267,Koraidon-Gliding-Build,335,35,3030,"fighting, dragon","orichalcum-pulse, orichalcum-pulse","swords-dance, body-slam, take-down, roar, flamethrower",100,135,115,85,100,135
10268,Miraidon-Low-Power-Mode,335,28,2400,"electric, dragon","hadron-engine, hadron-engine","swords-dance, body-slam, take-down, hyper-beam, solar-beam",100,85,100,135,115,135
10269,Miraidon-Drive-Mode,335,28,2400,"electric, dragon","hadron-engine, hadron-engine","swords-dance, body-slam, take-down, hyper-beam, solar-beam",100,85,100,135,115,135
10270,Miraidon-Aquatic-Mode,335,28,2400,"electric, dragon","hadron-engine, hadron-engine","swords-dance, body-slam, take-down, hyper-beam, solar-beam",100,85,100,135,115,135
10271,Miraidon-Glide-Mode,335,28,2400,"electric, dragon","hadron-engine, hadron-engine","swords-dance, body-slam, take-down, hyper-beam, solar-beam",100,85,100,135,115,135
10272,Ursaluna-Bloodmoon,275,24,2900,"ground, normal",minds-eye,"fire-punch, ice-punch, thunder-punch, scratch, swords-dance",113,70,120,135,65,52
10273,Ogerpon-Wellspring-Mask,275,12,398,"grass, water",water-absorb,"swords-dance, slam, vine-whip, double-kick, take-down",80,120,84,60,96,110
10274,Ogerpon-Hearthflame-Mask,275,12,398,"grass, fire",mold-breaker,"swords-dance, slam, vine-whip, double-kick, take-down",80,120,84,60,96,110
10275,Ogerpon-Cornerstone-Mask,275,12,398,"grass, rock",sturdy,"swords-dance, slam, vine-whip, double-kick, take-down",80,120,84,60,96,110
10276,Terapagos-Terastal,90,3,160,normal,tera-shell,"headbutt, body-slam, take-down, double-edge, roar",95,95,110,105,110,85
10277,Terapagos-Stellar,90,17,770,normal,teraform-zero,"headbutt, body-slam, take-down, double-edge, roar",160,105,110,130,110,85
